,Pix_a_a,Pix_a_o,Pix_b_a,Pix_b_o,Sn_active_and,Sn_active_or,Sn_blob_and,Sn_blob_or,Sn_unfiltered,St_active_and,St_active_or,St_blob_and,St_blob_or,St_unfiltered,Pix_a_a_si,Pix_a_o_si,Pix_b_a_si,Pix_b_o_si,Sn_active_and_pa,Sn_active_or_pa,Sn_blob_and_pa,Sn_blob_or_pa,St_active_and_pa,St_active_or_pa,St_blob_and_pa,St_blob_or_pa,harp_area_si,LL,area,hale,longitude,mcintosh1,mcintosh2,mcintosh3,hale_enc,area_si
2016-11-19,3994.175,4980.733333333334,47283.54166666666,47530.11666666667,1.2244344185159336e+17,1.305797131392237e+17,1.252825646197051e+18,1.2528961180912192e+18,1.383813687484152e+18,-3.664506024999954e+17,-5.034260047939121e+17,-1.162201831892526e+18,-1.2002609163214036e+18,-4.956800730096368e+18,529686131679121.0,660518222726492.2,6270490471124875.0,6303189929190379.0,231.16225728516613,197.69282458281884,199.797073604723,198.77175401125015,-691.8259334793908,-762.1682301449101,-185.34464524655223,-190.42118828800272,9929124300031708.0,3,20,Beta,-39,C,a,o,1,6.0874e+16
2016-11-20,3838.058333333333,5113.791666666667,52414.06666666666,52668.1,-7.34460132100533e+17,-8.516080132360506e+17,-1.026792210849614e+18,-1.0285913060671212e+18,-9.804273959437327e+17,4.43094350416278e+18,5.022175399203548e+18,5.122519852450863e+18,5.112519603316443e+18,3.338806533566156e+18,508982774100320.44,678163707431344.8,6950873263749891.0,6984561806102414.0,-1442.9960491271381,-1255.7558063106242,-147.7213253483599,-147.2664047683622,8705.48814150917,7405.550229495255,736.9606174760467,731.974280598338,9929124300031708.0,1,10,Alpha,-29,A,x,x,0,3.0437e+16
2016-11-21,3815.891666666667,5058.333333333333,51442.46666666667,51642.3,-4.246320294102838e+17,-5.028629757860096e+17,-6.18343691994747e+17,-6.185248974702966e+17,-6.961146437501572e+17,5.134693013662236e+18,5.802132285441287e+18,6.487192512923474e+18,6.482145705584137e+18,6.190094235893087e+18,506043149291971.56,670809119799930.4,6822024866887102.0,6848525695046579.0,-839.1221776332832,-749.6364628077642,-90.63931956567288,-90.31504370607313,10146.749384605686,8649.453494567546,950.918919163012,946.5023560140195,9929124300031708.0,1,10,Alpha,-17,A,x,x,0,3.0437e+16
2013-03-24,5856.919642857143,7125.633928571428,60054.25892857143,60710.11607142857,2.552603713646945e+19,2.7115848401552605e+19,4.145682902107858e+19,4.15275766269872e+19,4.456272061257202e+19,6.298773133575763e+18,6.869402743253976e+18,6.111706701557119e+18,6.233436169092964e+18,3.666047524419912e+18,776713366134548.1,944963470901124.1,7964074709478506.0,8051050976901471.0,32864.16617690552,28695.128686503333,5205.479673833095,5158.031758354299,8109.520716661186,7269.490255219351,767.4095139116693,774.2388151530455,3.080107930768998e+16,3,60,Alpha,-74,H,s,x,0,1.82622e+17
2013-03-25,7530.760683760684,9468.658119658121,83725.89743589744,84378.2735042735,4.145312768367736e+19,4.4744274543942975e+19,6.7358412927089164e+19,6.736837019948436e+19,6.895461015294187e+19,-2.476445956521689e+19,-3.03878753990704e+19,-8.363742407257825e+19,-8.364009263568632e+19,-9.146856133289866e+19,998689214964894.8,1255682810991959.2,1.1103280836263646e+16,1.1189795462202206e+16,41507.535139582425,35633.421236845694,6066.532398882912,6020.518464975225,-24796.963053303218,-24200.279826292048,-7532.6766300836,-7474.6757363182,3.080107930768998e+16,3,80,Alpha,-60,H,a,x,0,2.43496e+17
2013-03-26,9181.316666666668,11755.733333333335,101449.68333333332,102018.88333333332,2.774122409330001e+19,3.168842225432725e+19,6.408715644970258e+19,6.409724619886866e+19,6.533478456833689e+19,-2.749147268931163e+19,-3.512867945075828e+19,-9.188178615591114e+19,-9.19946188866682e+19,-1.0541235645983588e+20,1217577123908619.0,1558982496857206.5,1.345371455304415e+16,1.352919881353643e+16,22783.956390578533,20326.34896043334,4763.52877839241,4737.697115865956,-22578.83476084009,-22533.08136658051,-6829.473436027464,-6799.709292070157,3.080107930768998e+16,3,70,Beta,-45,C,a,o,1,2.13059e+17
2013-03-27,10555.083333333334,13344.491666666667,115485.775,116064.34166666665,1.2955853892100297e+19,1.5695060239028111e+19,5.6785156753576346e+19,5.678525179782374e+19,5.724873900631613e+19,1.7500116154687398e+19,1.4650377280998865e+19,-2.667597185750816e+19,-2.6674932601894785e+19,-3.1224262623519138e+19,1399758713722882.8,1769675131946129.8,1.5315105979010768e+16,1.539183239675289e+16,9255.776559977345,8868.89347976998,3707.787385304415,3689.310689856741,12502.237695054624,8278.568770352611,-1741.80785259125,-1733.0576317555415,3.080107930768998e+16,2,70,Alpha,-31,H,a,x,0,2.13059e+17
2013-03-28,10557.044247787613,13535.681415929204,122505.34513274336,123056.82300884955,2.1413407010759143e+19,2.393831679401993e+19,6.9464145117808255e+19,6.946532700948518e+19,6.970076330391795e+19,1.3366673095748495e+19,1.0227144741748e+19,-4.004051693553793e+19,-4.006749941233733e+19,-4.2642072963436356e+19,1400018759712815.8,1795029694203310.2,1.6246003836431418e+16,1.6319137883612952e+16,15295.08577095899,13335.889022518091,4275.768109941963,4256.678723159731,9547.495705336396,5697.479420409881,-2464.637909646905,-2455.2460857979245,3.080107930768998e+16,2,80,Alpha,-18,H,a,x,0,2.43496e+17
2013-03-29,10257.666666666666,13066.833333333336,116943.2,117535.84166666665,2.38204419075702e+19,2.624857124436621e+19,7.012259735818748e+19,7.013215730844919e+19,7.045231115333703e+19,1.5360895859683725e+19,1.410689576552127e+19,-2.912337152599732e+19,-2.9100266934984827e+19,-2.9175797960484315e+19,1360316905674020.2,1732853568416288.2,1.5508381889671278e+16,1.558697485865449e+16,17510.950432368158,15147.599152509834,4521.593410392464,4499.407867429074,11292.145084437212,8140.846995175724,-1877.911682416961,-1866.960535887901,3.080107930768998e+16,4,90,Alpha,-6,H,a,x,0,2.73933e+17
2013-03-30,10109.716666666667,13093.441666666668,116000.28333333335,116546.59166666665,1.856502371579286e+19,2.086554816331604e+19,6.227864053525805e+19,6.227541004882595e+19,6.1882495651729015e+19,1.541223607839764e+19,1.5793208639787594e+19,-2.154547897317334e+19,-2.147665326267309e+19,-1.80447612838881e+19,1340696567761453.8,1736382223308415.2,1.538333732310561e+16,1.5455785813166106e+16,13847.29711570059,12016.679209926415,4048.4479555496832,4029.2619735824924,11495.692947235093,9095.467822571927,-1400.5724844122255,-1389.5542758090028,3.080107930768998e+16,3,90,Beta,8,C,a,o,1,2.73933e+17
2013-03-31,9241.758333333333,11640.55,105679.475,106206.25,1.2732564783915598e+19,1.4636814277441386e+19,4.646074756142896e+19,4.645399642927695e+19,4.555023409465882e+19,2.8179098282093244e+19,3.04554217586338e+19,1.1324339497733796e+19,1.137464465191189e+19,1.9547213482104537e+19,1225592574560857.5,1543707499074875.5,1.4014646907216228e+16,1.4084504991054634e+16,10388.904965810361,9481.598221303611,3315.1564837146225,3298.234226817404,22992.223408492915,19728.751578187806,808.0360192237754,807.5998879006517,3.080107930768998e+16,2,70,Alpha,21,H,a,x,0,2.13059e+17
2013-04-01,8341.966666666667,10554.65,95260.625,95852.45833333331,1.3943056297177448e+19,1.583672144038081e+19,3.805867284596055e+19,3.805500903418405e+19,3.759362419104767e+19,1.2143680785533415e+19,1.2628617942025181e+19,-3.5879898592363226e+17,-1.8877417469833168e+17,1.1158912218593153e+19,1106267014906166.6,1399701247373245.8,1.2632954729721498e+16,1.2711440501860196e+16,12603.69884422532,11314.358310461499,3012.650140858977,2993.760544181839,10977.169726572241,9022.3667127001,-28.40182630271661,-14.850730306349341,3.080107930768998e+16,2,70,Alpha,34,H,a,x,0,2.13059e+17
2013-04-02,5516.4333333333325,6975.858333333334,72466.85833333334,73102.83333333331,1.2728391679792878e+19,1.4121737531187405e+19,3.0693370279372366e+19,3.0702738097212973e+19,3.0983095953219973e+19,4.094290427535149e+17,3.010088311406543e+17,-1.4094023875015625e+19,-1.3939044847532022e+19,2.613211760863434e+18,731559892342997.4,925101032309524.1,9610167272471088.0,9694506876417990.0,17398.97418245159,15265.075962494975,3193.843500237025,3167.0242219228057,559.6657868192027,325.3794133049259,-1466.5742515625943,-1437.829177411687,3.080107930768998e+16,4,80,Beta,47,D,a,o,1,2.43496e+17
2013-04-03,3169.753246753247,3922.714285714286,40644.90909090909,41374.792207792205,1.1726640763253318e+19,1.3352805127643791e+19,2.1796070695176008e+19,2.1827709912070865e+19,2.2128094734085005e+19,-7.455121661104131e+18,-7.869562207236767e+18,-1.4840432927356445e+19,-1.4800812241788035e+19,-4.169362247108375e+18,420355726939871.56,520209393850401.2,5390110515641696.0,5486903711923711.0,27896.94540055765,25668.135342215126,4043.7149909868167,3978.147067650666,-17735.26844840757,-15127.681853242062,-2753.270621129311,-2697.479857287101,3.080107930768998e+16,3,80,Beta,61,C,a,o,1,2.43496e+17
2014-08-12,10921.116666666667,12957.408333333333,83528.525,84170.79166666669,2.41460200565624e+19,2.737474404554112e+19,7.043418175844281e+19,7.04507386542075e+19,7.246985684316452e+19,2.216566163491826e+19,2.094822014517072e+19,2.399958247407176e+19,2.391440111908138e+19,1.07259567592081e+19,1448300097212326.0,1718342210010863.0,1.1077106359163718e+16,1.116228033030247e+16,16671.97295853147,15930.903568601778,6358.536198415661,6311.500568835692,15304.605501016338,12190.947776949673,2166.593124224876,2142.4297196837524,3.8364888656667016e+16,10,100,Beta,-68,D,s,o,1,3.0437e+17
2014-08-13,15405.452991452994,17983.74358974359,101669.22222222225,102259.67521367523,1.7515677831939617e+19,2.027553598210956e+19,5.9108517388205244e+19,5.91240005129953e+19,6.130177925895737e+19,4.256163431903055e+19,4.969179119144186e+19,4.811654802384545e+19,4.804430341386366e+19,3.61395943994933e+19,2042988802896037.0,2384907915942709.0,1.3482828626615966e+16,1.356113134519517e+16,8573.555472800577,8501.60119246995,4383.984920754778,4359.813278701372,20833.023782948465,20835.93704363199,3568.7279988755704,3542.794637918332,3.8364888656667016e+16,9,120,Beta,-55,D,s,o,1,3.65244e+17
2014-08-14,16653.4,19813.941666666666,115847.10833333337,116409.11666666668,1.880430361044389e+19,2.124118410320481e+19,4.919480359498944e+19,4.920579206352046e+19,5.101697065714923e+19,-1.202772646084656e+19,-1.2882292857308445e+19,-3.045561547206409e+19,-3.0517130151748428e+19,-4.10120664331462e+19,2208484862407148.8,2627618998850181.0,1.5363024073631078e+16,1.5437554613743806e+16,8514.572108023438,8083.814324869676,3202.1562525197655,3187.4084526129113,-5446.143944920175,-4902.648695623529,-1982.397171683,-1976.8111540528264,3.8364888656667016e+16,9,120,Beta,-42,D,s,i,1,3.65244e+17
2014-08-15,20036.75833333333,24097.975,131738.675,132219.9,2.387141450074611e+19,2.7224187084694643e+19,5.5220551380455555e+19,5.522220132440298e+19,5.641014523875704e+19,1.902532801491142e+19,2.5744490324761235e+19,2.8925716203372433e+19,2.890389977491843e+19,2.2856213755062395e+19,2657167753784629.5,3195744592825843.5,1.7470478672888122e+16,1.7534296159282004e+16,8983.78149695134,8518.887005491762,3160.792123352096,3149.382263351951,7160.002595926983,8055.866035901392,1655.6911086964851,1648.4208725776416,3.8364888656667016e+16,10,120,Beta,-28,D,a,c,1,3.65244e+17
2014-08-16,20446.1,25183.6,146626.95,147112.54166666663,2.4017226663937032e+19,2.712815891426694e+19,5.160309448833129e+19,5.160579537163065e+19,5.205298686828554e+19,1.302471115988197e+19,1.1955391787593261e+19,-5.434461572818041e+18,-5.452253109962706e+18,-7.892571782850589e+18,2711452456871437.5,3339714375497896.5,1.9444882095904132e+16,1.9509278666282812e+16,8857.697874462787,8122.89790806514,2653.813699348733,2645.192385345292,4803.59193718274,3579.7647473403795,-279.4803046896723,-279.4697437679046,3.8364888656667016e+16,11,140,Beta-Gamma,-14,E,a,c,3,4.26118e+17
2014-08-17,19578.5,24333.58333333333,157421.175,157913.69166666668,2.603476429632387e+19,2.9296810452010283e+19,4.7526650557606494e+19,4.752643970235959e+19,4.758090735065913e+19,2.918784287073686e+18,1.893931299801597e+18,-8.24014381853284e+18,-8.242716087814877e+18,-9.449517819740996e+18,2596395983921503.0,3226989710196689.0,2.087635449877182e+16,2.094166942562259e+16,10027.270284481761,9078.681087651998,2276.5780567868082,2269.4675737842535,1124.167617400663,586.9034208002354,-394.7118170951551,-393.60358146661093,3.8364888656667016e+16,10,130,Beta-Gamma,0,D,a,c,3,3.95681e+17
2014-08-18,17155.783333333333,21928.233333333334,159332.30833333332,159879.61666666667,2.0781970822835724e+19,2.284694521079304e+19,3.5423011151696155e+19,3.5422106353118855e+19,3.508098231064094e+19,3.8301840145503776e+17,-3.1695071597839386e+17,-8.144189189458062e+18,-8.136136701857632e+18,-8.171358410901547e+18,2275108253834263.5,2908005054583359.5,2.112979878262427e+16,2.120237988733778e+16,9134.497572944783,7856.569979059547,1676.4481061138008,1670.6665261796013,168.35172603744587,-108.99249142598363,-385.43619242390974,-383.7369552423025,3.8364888656667016e+16,10,100,Beta-Gamma,14,C,a,i,3,3.0437e+17
2014-08-19,14647.033333333333,18682.966666666667,153083.33333333337,153691.31666666668,7.386882832006931e+18,8.088853435145987e+18,1.6277208542377955e+19,1.6269626194541734e+19,1.552966439379625e+19,1.0135862588286474e+19,1.225066049131884e+19,1.565990608241722e+19,1.5670039918490675e+19,1.6089928303080204e+19,1942411243099882.8,2477635141664205.5,2.0301093131342212e+16,2.038172063012699e+16,3802.944849216507,3264.7476212792076,801.7897576780282,798.2459621437939,5218.185708249253,4944.497389995115,771.3824069030247,768.8281182368969,3.8364888656667016e+16,10,60,Beta,24,C,s,o,1,1.82622e+17
2014-08-20,11608.451327433628,15327.185840707964,143548.33628318587,144284.30088495574,3.000882588510042e+18,3.594033749703441e+18,8.046173044721851e+18,8.040469390642803e+18,7.42937105094534e+18,1.65572385178258e+19,2.1236605957621383e+19,3.974475018947808e+19,3.982113955723264e+19,4.411948450831982e+19,1539450744750461.5,2032609431858042.5,1.9036612806102468e+16,1.9134212496392516e+16,1949.3203005962184,1768.187086693814,422.6683142991978,420.2142832979784,10755.289556542231,10447.952087976215,2087.805776915172,2081.1486004318363,3.8364888656667016e+16,5,50,Beta,39,C,a,o,1,1.52185e+17
2014-08-21,7715.916666666668,10256.475,114463.98333333337,115445.925,-9.7035963609893e+17,-1.08655566831491e+18,9.233787663290652e+17,9.237728154504692e+17,5.075840318415194e+17,2.4541706745315422e+19,2.974450955463317e+19,7.013546804586934e+19,7.038321495124035e+19,8.008477904292114e+19,1023243611390368.4,1360158873212518.8,1.5179601431689078e+16,1.530982128508839e+16,-948.3173169099191,-798.8446715409109,60.83023790080621,60.33857601918675,23984.226700392992,21868.40827232226,4620.376125255429,4597.259082298556,3.8364888656667016e+16,9,30,Beta,49,D,a,o,1,9.1311e+16
2014-08-22,2485.85,3566.516666666667,47893.70833333334,48648.275,1.209015209545736e+18,1.5750601795936868e+18,4.790610865859052e+18,4.790273918806888e+18,6.489097910521079e+18,2.7714863516365087e+18,3.540662556677723e+18,1.8051855277702257e+19,1.8239217300432327e+19,4.954655819083138e+19,329660135180492.3,472972370198045.8,6351407511902062.0,6451474108573633.0,3667.4595455218982,3330.1314809027176,754.2597222555481,742.50843112598,8407.101908512812,7485.981803112845,2842.1818697468916,2827.1395023028103,3.8364888656667016e+16,9,10,Beta,61,B,x,o,1,3.0437e+16
2014-08-23,877.7333333333332,1185.9333333333334,14553.0,14876.866666666667,9.050853000808558e+16,1.1765616102988626e+17,1.2840532299102072e+18,1.333213781682698e+18,2.869962205742648e+18,1.8900538884980127e+18,2.5875206570732754e+18,9.944006295837948e+18,1.0022574159241791e+19,5.22434145311112e+19,116400301433751.33,157272137490885.8,1929941045228676.0,1972890510849606.0,777.5626771860044,748.1055634327131,665.3328779574516,675.7667363449189,16237.534312346499,16452.50518212882,5152.492258984884,5080.14717700967,3.8364888656667016e+16,10,10,Beta,74,B,x,o,1,3.0437e+16
2014-01-29,18116.89855072464,22355.985507246376,147853.40579710144,149015.79710144928,5.586305649377023e+19,6.2239021178456375e+19,1.2233926104418751e+20,1.2237833589922025e+20,1.2720066559095004e+20,3.240796961956675e+19,2.8586222149559046e+19,-5.4666000046860616e+19,-5.499645758095648e+19,-9.300610638074964e+19,2402566214889534.5,2964731260700351.0,1.9607528105866664e+16,1.976167822535253e+16,23251.41182272835,20993.140931011,6239.402559243714,6192.709672917324,13488.89758738941,9642.095568151493,-2788.0107962463812,-2782.985177362152,8.806833014553714e+16,12,100,Beta,-65,E,a,o,1,3.0437e+17
2014-01-30,22549.5,28387.86274509804,185203.25490196078,186413.98039215687,7.026784003418544e+19,7.896604968339274e+19,1.473818956124924e+20,1.4741006486417188e+20,1.550194856428873e+20,-2.7616259489195872e+19,-4.106449080704858e+19,-1.343837178505465e+20,-1.3466610939975855e+20,-1.8468103302426545e+20,2990394118008935.0,3764646567586250.5,2.4560665384817092e+16,2.4721225325587656e+16,23497.852544256337,20975.6874292778,6000.728942123894,5962.894756336992,-9234.989904134554,-10907.92723030507,-5471.501514515963,-5447.388130084824,8.806833014553714e+16,11,210,Beta,-54,E,a,o,1,6.39177e+17
2014-01-31,26962.95,33412.96666666667,232162.825,233388.85833333328,3.8723015063159325e+19,4.454654274096155e+19,1.1109509037721944e+20,1.111221554893674e+20,1.16199508867227e+20,1.1946086634032286e+19,4.472962131459965e+18,-8.051681391807573e+19,-8.071820352103463e+19,-1.1846425990841624e+20,3575682258328079.0,4431048980475337.0,3.0788192478783908e+16,3.0950782463860416e+16,10829.545878404047,10053.272472782022,3608.366761178815,3590.2858229551653,3340.9251077074305,1009.4589681064938,-2615.1848301442096,-2607.953566772827,8.806833014553714e+16,11,160,Beta-Gamma,-41,E,a,o,3,4.86992e+17
2014-02-01,30425.75,38176.38333333333,253790.075,254795.41666666663,2.4492817194803515e+19,2.9043014289915662e+19,9.69246888677928e+19,9.693059048327124e+19,9.94926031032372e+19,8.377582920705943e+19,8.560187640915144e+19,2.6695009271085474e+19,2.6595758085269615e+19,-2.4059708874652764e+18,4034900278764955.0,5062747828858925.0,3.3656282733056012e+16,3.378960576933571e+16,6070.2410227349,5736.610882407225,2879.8393939267926,2868.651121441505,20762.800421105432,16908.184903304762,793.1657064690206,787.098797980219,8.806833014553714e+16,11,210,Beta-Gamma,-29,E,a,i,3,6.39177e+17
2014-02-02,34854.083333333336,42922.53333333333,268803.075,269687.425,5.609181957695549e+19,6.541854668543466e+19,1.4816527191450554e+20,1.481644999636685e+20,1.4872955682851783e+20,1.654743628541638e+20,1.6358115937822143e+20,1.162499038856346e+20,1.1619630702576093e+20,9.756208619324432e+19,4622162167169705.0,5692156864233905.0,3.5647226518668468e+16,3.576450428705629e+16,12135.407099163349,11492.751912106554,4156.431969171888,4142.780751956108,35800.207104262845,28737.992167093496,3261.120576232052,3248.9282136594334,8.806833014553714e+16,12,220,Beta-Gamma,-15,E,a,i,3,6.69614e+17
2014-02-03,34478.90833333333,42419.84166666667,275123.675,276083.0,7.350053775516697e+19,8.232382641987935e+19,1.6151805590311993e+20,1.615178248434798e+20,1.6146553900654975e+20,8.892159193187063e+19,8.281874896504006e+19,2.277545907096501e+19,2.275732320706373e+19,1.5343286188145668e+19,4572408464727344.0,5625492583288780.0,3.648543069447224e+16,3.661265124646936e+16,16074.796974541483,14634.06540867771,4426.919261435247,4411.530423081703,19447.429646286662,14722.043934617099,624.2343488195585,621.5699336785469,8.806833014553714e+16,13,300,Beta-Gamma,-3,E,k,c,3,9.1311e+17
2014-02-04,36999.80833333333,46027.83333333334,286407.90833333327,287613.33333333326,1.0112410343584943e+20,1.1444011816350106e+20,2.1826872719473908e+20,2.182678309935496e+20,2.174204145058877e+20,9.678355021489077e+19,9.881429354915638e+19,5.268070452470093e+19,5.275245588522469e+19,5.720041922680889e+19,4906716743495774.0,6103965146220343.0,3.798188538243606e+16,3.8141742400538504e+16,20609.321614070574,18748.488142066784,5746.65330583281,5722.544835562309,19724.70702393504,16188.541576182413,1386.9955109985674,1383.063608664084,8.806833014553714e+16,14,320,Beta-Gamma,9,E,k,c,3,9.73984e+17
2014-02-05,45039.84615384616,54273.80341880341,303804.3931623932,304943.1709401709,1.206369903182064e+20,1.4001655880415987e+20,2.481599640761061e+20,2.4814079247400865e+20,2.4691400561982783e+20,3.5558454756515735e+20,3.744084721676712e+20,4.0009258758540834e+20,4.002476072187251e+20,4.09538480838076e+20,5972943569236077.0,7197501607821146.0,4.028891418160467e+16,4.0439932801458136e+16,20197.242602383325,19453.494619856876,6159.509858158756,6136.03374892506,59532.547636413656,52019.22730532234,9930.587500620326,9897.336110417411,8.806833014553714e+16,15,330,Beta-Gamma,22,E,k,c,3,1.004421e+18
2014-02-06,46500.675,54356.71666666667,280745.8583333333,282024.90833333327,1.2149225442196677e+20,1.3536184181349084e+20,2.450472293883756e+20,2.4506324867442272e+20,2.444367196934074e+20,4.142119072487235e+20,4.355050817713032e+20,4.7370909073845774e+20,4.740211190280511e+20,4.891670103633076e+20,6166670879773172.0,7208497119416317.0,3.7231014586370856e+16,3.740063535830102e+16,19701.433202875196,18778.094736125982,6581.803695408288,6552.381966955843,67169.45258216203,60415.51720930239,12723.507430599762,12674.146160536888,8.806833014553714e+16,13,430,Beta-Gamma,36,E,k,c,3,1.308791e+18
2014-02-07,37559.68376068377,43481.53846153846,207138.6923076923,208601.31623931625,1.11563287644006e+20,1.2373487621086627e+20,2.2964858727665395e+20,2.2969797468503848e+20,2.3008796379357017e+20,1.531616591192527e+20,1.7140180993907586e+20,2.062296282061748e+20,2.0656365701116864e+20,2.44925662928212e+20,4980964429021684.0,5766289135340646.0,2.7469625804961784e+16,2.7663591170135616e+16,22397.92900225916,21458.31978013648,8360.091575589391,8303.25944568651,30749.398294606035,29724.80323412541,7507.5514195364085,7466.986326567954,8.806833014553714e+16,11,740,Beta-Gamma,48,E,k,c,3,2.252338e+18
2014-02-08,32172.32,36844.24,163443.76,164566.3,1.0535033661681318e+20,1.1576909634914304e+20,1.953690324118583e+20,1.95442171324872e+20,2.0075584996658587e+20,1.5718202135804199e+19,3.525020377901012e+19,1.48187659471462e+20,1.4833014069122164e+20,2.0483949361950324e+20,4266521053269528.0,4886086102951707.0,2.1675037518759356e+16,2.1823902771347204e+16,24692.32784778618,23693.62592263906,9013.549907019535,8955.417982409166,3684.079356354986,7214.404952404607,6836.789064065437,6796.682621128866,8.806833014553714e+16,11,620,Beta-Gamma,59,E,k,c,3,1.887094e+18
2013-06-23,8521.255813953489,10316.116279069767,74914.86046511628,75825.60465116281,2.1068352298739544e+19,2.2837092939570147e+19,3.994501110298549e+19,4.002808780611338e+19,4.453054264452618e+19,-5.062172738891319e+18,-5.434126291390375e+18,1.0630600556196024e+18,1.7984260991599117e+18,5.362036097948737e+18,1130043382961748.8,1368068180741322.5,9934808225740874.0,1.0055586249952692e+16,18643.84378192735,16692.949416596537,4020.712850751243,3980.6816640155316,-4479.626902131659,-3972.116571299652,107.00358089099664,178.84845840473724,4.47538647946442e+16,2,110,Alpha,-75,H,s,x,0,3.34807e+17
2013-06-24,9402.416666666666,11664.425,96676.33333333331,97563.99166666668,2.09138236814932e+19,2.319989271131061e+19,5.512141651232703e+19,5.515422431375552e+19,5.821619288113481e+19,-8.37176085191383e+18,-1.41218848943478e+19,-6.630120108142346e+19,-6.61943702859991e+19,-7.395865822596447e+19,1246898223688737.0,1546873673915447.0,1.2820698399107346e+16,1.2938414900972208e+16,16772.67902397294,14997.92329685658,4299.408253466513,4262.826995106731,-6714.069113954943,-9129.307151890744,-5171.4188273892905,-5116.111269628955,4.47538647946442e+16,3,100,Beta,-61,C,a,o,1,3.0437e+17
2013-06-25,12104.083333333336,15498.966666666667,133399.43333333332,134120.80833333332,1.010943264601067e+19,1.1579254697131694e+19,4.590011195583757e+19,4.591556840112904e+19,4.778636705028666e+19,-1.146327752913383e+19,-1.4957223056732068e+19,-5.71864548160517e+19,-5.71766737021131e+19,-6.4499708609302454e+19,1605178811232621.2,2055390086486022.0,1.7690719562993638e+16,1.7786384458307444e+16,6298.01027478528,5633.604430255892,2594.587054098907,2581.5009514023723,-7141.433371109071,-7277.072685654304,-3232.568048598616,-3214.631609709062,4.47538647946442e+16,7,80,Beta,-49,C,a,o,1,2.43496e+17
2013-06-26,15170.025,19218.791666666668,156538.175,157176.8,5.513360165234767e+18,6.277499120476863e+18,2.130568611873574e+19,2.130879023795045e+19,2.205988011867802e+19,-4.6011168594121503e+18,-5.068185993798593e+18,-5.619061790852264e+18,-5.600515437635128e+18,-1.15713265050911e+19,2011767601501075.0,2548693388112337.0,2.075925576016556e+16,2.0843946792942936e+16,2740.555201863768,2463.026407867063,1026.3222518612017,1022.3011241405056,-2287.101579714794,-1988.5428421628587,-270.67742002748224,-268.68785903499213,4.47538647946442e+16,7,80,Beta,-36,C,a,o,1,2.43496e+17
2013-06-27,17282.041666666668,21957.991666666665,170254.06666666668,170897.60833333337,4.964986839913614e+18,5.563800100265588e+18,1.2072487537389044e+19,1.2074621719253922e+19,1.2180648191784071e+19,1.862378266558143e+19,2.166203250925592e+19,2.7966071303679463e+19,2.8009690229809824e+19,2.718616628970376e+19,2291851958898660.0,2911951445632462.0,2.2578183974238948e+16,2.2663527029060284e+16,2166.3645510068277,1910.6774972537899,534.6970133277061,532.777696241686,8126.08449392648,7439.008827480992,1238.6324487207623,1235.8928155310703,4.47538647946442e+16,5,80,Beta,-22,C,s,o,1,2.43496e+17
2013-06-28,18651.166666666668,23857.275,186979.70833333328,187593.23333333328,6.738562836725506e+16,8.25610806461687e+17,1.0174347355380349e+19,1.017251819057352e+19,1.0057408427572177e+19,3.986224757350689e+19,4.550416851704903e+19,6.032855454802387e+19,6.033130797398374e+19,6.025960360609496e+19,2473417995698544.0,3163824245846764.5,2.4796249140203824e+16,2.4877611545190692e+16,27.243930659695863,260.9534355599835,410.3180000270281,408.9025255537467,16116.26002674448,14382.647385291251,2432.97097907478,2425.1246091044827,4.47538647946442e+16,12,80,Beta-Gamma,-11,E,s,o,3,2.43496e+17
2013-06-29,19009.45,24424.45833333333,192319.3083333333,192875.15833333333,5.412374134870304e+18,5.83845814363775e+18,1.0179584222240877e+19,1.0175954168648958e+19,9.95423601256748e+18,1.850391223971931e+19,2.3785886874427183e+19,4.1841751228243214e+19,4.186529081626326e+19,4.218146742939398e+19,2520931615627173.5,3239041066788811.5,2.5504358341406532e+16,2.557807219628116e+16,2146.973801795801,1802.5267427146277,399.13116362211076,397.8389806143583,7340.108761782412,7343.49654232959,1640.5725903055868,1636.7649013966786,4.47538647946442e+16,12,50,Beta,1,E,a,o,1,1.52185e+17
2013-06-30,16405.5,21327.55,189963.00833333333,190476.71666666667,-2.557882140323651e+18,-2.972591161531668e+18,-4.4952304026113766e+18,-4.500024337791841e+18,-4.645341451503826e+18,2.922525638377944e+19,3.6066634641837793e+19,6.569446551579383e+19,6.570605555067612e+19,6.752928869884034e+19,2175609689926410.0,2828345642765536.5,2.5191878434523264e+16,2.5260003686895696e+16,-1175.7081944280967,-1050.9999614562983,-178.43966714491035,-178.14820589778256,13433.13394819821,12751.848323096781,2607.763676160223,2601.1894679478173,4.47538647946442e+16,12,50,Beta,14,C,s,o,1,1.52185e+17
2013-07-01,13351.319327731091,17225.55462184874,176273.68907563025,176874.243697479,-3.339232638181002e+18,-3.747202657722572e+18,-4.251714040026884e+18,-4.2508169580231455e+18,-4.181143623646536e+18,2.4116769013773627e+19,3.049144409641141e+19,6.541113180307043e+19,6.543761772945559e+19,7.010417759356192e+19,1770580579849046.0,2284360949050670.5,2.3376474111244176e+16,2.3456116454033132e+16,-1885.953498069935,-1640.3724023035088,-181.88003972685482,-181.2242434229663,13620.825444628872,13347.909886606569,2798.1607273959003,2789.789087963195,4.47538647946442e+16,6,20,Beta,28,C,r,o,1,6.0874e+16
